[9/7/23, 8:51:45 AM] Yara: ‎Messages and calls are end-to-end encrypted. No one outside of this chat, not even WhatsApp, can read or listen to them.
‎[9/7/23, 8:51:45 AM] Yara: ‎image omitted
[6/16/24, 9:17:58 PM] Ismael: peeeeeerdooooon por no contestaaaaaaar
[6/16/24, 9:18:07 PM] Ismael: eeeesstoooooooy manejaaaaaaando
‎[6/16/24, 9:18:26 PM] Ismael: ‎image omitted
[6/16/24, 9:18:40 PM] Ismael: estaba muy kiut
‎[6/16/24, 9:18:49 PM] Yara: ‎sticker omitted
[6/16/24, 9:18:54 PM] Yara: Vamos a decir que si
[6/16/24, 9:19:02 PM] Yara: No pasa nada ismaelin
[6/16/24, 9:19:04 PM] Yara: A donde vas
[6/16/24, 9:19:08 PM] Yara: Chiii
‎[6/16/24, 9:19:12 PM] Ismael: ‎image omitted
[6/16/24, 9:19:18 PM] Ismael: con mi hermanita al Oxxo
‎[6/16/24, 9:19:41 PM] Yara: ‎image omitted
[6/16/24, 9:20:04 PM] Yara: JAJAJJA los deditos
[6/16/24, 9:20:10 PM] Yara: Que ricoooo
[6/16/24, 9:28:38 PM] Ismael: maruchan
[6/16/24, 9:28:43 PM] Ismael: 😡🤢
[6/16/24, 9:29:02 PM] Ismael: kiut
[6/16/24, 9:29:52 PM] Ismael: quieres llamaita?
[6/16/24, 9:30:52 PM] Yara: Bai
[6/16/24, 9:31:02 PM] Yara: No me gusta la gente que no le gustan las maruchan
‎[6/16/24, 9:31:05 PM] Yara: ‎sticker omitted
[6/16/24, 9:31:11 PM] Yara: Chi
[6/16/24, 9:31:13 PM] Yara: Kiut
[6/16/24, 9:31:22 PM] Ismael: OKEY
[6/16/24, 9:31:33 PM] Yara: A las 10?
[6/16/24, 9:31:41 PM] Ismael: 😮
[6/16/24, 9:31:46 PM] Ismael: está bien yarilin
[6/16/24, 9:31:49 PM] Ismael: a las 10
[6/16/24, 9:31:51 PM] Yara: Pero por ti hago la excepción
‎[6/16/24, 9:31:52 PM] Yara: ‎sticker omitted
[6/16/24, 9:31:59 PM] Ismael: va
[6/16/24, 9:32:01 PM] Ismael: te amo
[6/16/24, 9:32:09 PM] Yara: Yo mas mi vida
‎[6/16/24, 9:32:15 PM] Yara: ‎sticker omitted
[6/16/24, 9:32:45 PM] Ismael: pues yo más amor
‎[6/16/24, 9:32:49 PM] Ismael: ‎sticker omitted
‎[6/16/24, 9:37:35 PM] Yara: ‎sticker omitted
[6/16/24, 10:23:56 PM] Yara: Ismaelin
[6/16/24, 10:25:45 PM] Ismael: Mandi
[6/16/24, 10:25:50 PM] Ismael: Mandi yarilin
[6/16/24, 10:26:12 PM] Yara: No lees lo que te puse por dis
‎[6/16/24, 10:26:17 PM] Yara: ‎sticker omitted
‎[6/16/24, 11:29:10 PM] Ismael: ‎image omitted
‎[6/16/24, 11:29:28 PM] Ismael: ‎image omitted
‎[6/17/24, 12:32:44 AM] Ismael: ‎image omitted
‎[6/17/24, 12:36:39 AM] Ismael: ‎image omitted
‎[6/17/24, 12:37:19 AM] Ismael: ‎image omitted
[6/17/24, 12:44:33 AM] Ismael: https://www.ultimatespecs.com/es
[6/17/24, 12:54:56 AM] Ismael: https://www.auto-data.net/es/
‎[6/17/24, 1:05:04 AM] Ismael: ‎image omitted
‎[6/17/24, 1:05:18 AM] Ismael: ‎image omitted
‎[6/17/24, 1:07:20 AM] Ismael: ‎image omitted
[6/17/24, 1:27:29 AM] Ismael: dimeeeee
[6/17/24, 1:28:31 AM] Ismael: nimbri
[6/17/24, 1:28:38 AM] Ismael: pues te digo yo
[6/17/24, 1:28:44 AM] Ismael: te amo mucho
[6/17/24, 1:28:49 AM] Ismael: mi vidota
[6/17/24, 1:29:11 AM] Ismael: Contestaaaaa
‎[6/17/24, 1:30:20 AM] Ismael: ‎sticker omitted
[6/17/24, 1:30:30 AM] Ismael: Por qué me haces esto
[6/17/24, 1:30:32 AM] Yara: ESTABA HACIENDO PIS MI VIDA
‎[6/17/24, 1:30:36 AM] Yara: ‎sticker omitted
[6/17/24, 1:30:42 AM] Yara: Te amo mi amor
[6/17/24, 1:30:45 AM] Ismael: NO TE CREO
[6/17/24, 1:30:47 AM] Yara: Un montón
[6/17/24, 1:31:01 AM] Yara: Deja te grabo cuando vaya va?
‎[6/17/24, 1:31:04 AM] Yara: ‎sticker omitted
[6/17/24, 1:31:11 AM] Ismael: siiiiiii
[6/17/24, 1:31:19 AM] Yara: No ismaelin no
[6/17/24, 1:31:22 AM] Ismael: yo más mi vidota
[6/17/24, 1:31:24 AM] Yara: Ahora no me crees nada
[6/17/24, 1:31:26 AM] Yara: Ash
[6/17/24, 1:31:33 AM] Ismael: No yarilin
‎[6/17/24, 1:31:33 AM] Yara: ‎sticker omitted
[6/17/24, 1:31:36 AM] Ismael: Si te creo
‎[6/17/24, 1:31:39 AM] Ismael: ‎sticker omitted
[6/17/24, 1:31:44 AM] Yara: OKKKK
[6/17/24, 1:31:51 AM] Ismael: duérmete va?
[6/17/24, 1:31:52 AM] Yara: Ya estoy entendiendo
‎[6/17/24, 1:31:56 AM] Yara: ‎sticker omitted
[6/17/24, 1:31:58 AM] Ismael: envíame video durmiendo
[6/17/24, 1:32:01 AM] Ismael: las 8 horas
[6/17/24, 1:32:08 AM] Yara: Unos tiktositos y me duermo
‎[6/17/24, 1:32:13 AM] Yara: ‎sticker omitted
[6/17/24, 1:32:18 AM] Yara: O dios mio
[6/17/24, 1:32:24 AM] Yara: A ver mándamelo tu
[6/17/24, 1:32:52 AM] Ismael: ps ya que me lo mandes tu tontita
[6/17/24, 1:32:58 AM] Ismael: y el meando también
‎[6/17/24, 1:33:00 AM] Ismael: ‎sticker omitted
[6/17/24, 1:33:04 AM] Yara: Mejor nadota
‎[6/17/24, 1:33:07 AM] Yara: ‎sticker omitted
[6/17/24, 1:33:18 AM] Yara: Duérmete ismaelin
[6/17/24, 1:33:20 AM] Ismael: mmmmmm
[6/17/24, 1:33:23 AM] Ismael: NO
[6/17/24, 1:33:27 AM] Ismael: vuelve a decir que me amas
[6/17/24, 1:33:32 AM] Yara: Yo?
[6/17/24, 1:33:35 AM] Ismael: Si
[6/17/24, 1:33:42 AM] Yara: Pues te amo mucho mucho mucho
‎[6/17/24, 1:33:46 AM] Yara: ‎sticker omitted
[6/17/24, 1:33:48 AM] Ismael: Vamooooooos
[6/17/24, 1:33:59 AM] Ismael: pues te amo mucho mucho mucho mucho mucho mucho mucho mucho más
[6/17/24, 1:34:01 AM] Ismael: Muuuuuchote
[6/17/24, 1:34:14 AM] Yara: Es competencia verdad
‎[6/17/24, 1:34:14 AM] Yara: ‎sticker omitted
[6/17/24, 1:34:26 AM] Ismael: no yarilin
[6/17/24, 1:34:32 AM] Yara: Shshsh
[6/17/24, 1:34:35 AM] Ismael: si fuera competencia
[6/17/24, 1:34:41 AM] Yara: Yo gano
[6/17/24, 1:34:42 AM] Yara: Ya se
[6/17/24, 1:34:42 AM] Ismael: estaría muuuu disparejo
[6/17/24, 1:34:45 AM] Ismael: no
[6/17/24, 1:34:55 AM] Yara: Cállese
‎[6/17/24, 1:35:18 AM] Yara: ‎sticker omitted
[6/17/24, 1:35:21 AM] Ismael: Ok
[6/17/24, 1:35:24 AM] Ismael: te amo
[6/17/24, 1:35:26 AM] Ismael: muchote
[6/17/24, 1:35:34 AM] Yara: Yo también
[6/17/24, 1:35:49 AM] Ismael: Namas eso me vas a poner?
[6/17/24, 1:35:52 AM] Ismael: yo también y ya
‎[6/17/24, 1:35:58 AM] Ismael: ‎sticker omitted
[6/17/24, 1:36:23 AM] Yara: Ismaelin
[6/17/24, 1:38:10 AM] Yara: Te amo muchísimo y me encantas todo tu, tu personalidad, tu humor todo rarito y que te guste todo lo que a mi no y me encantas y te amo y te amo y te amo mas y te amo como kanyesito se ama y amo que AMEMOS a los celtics
[6/17/24, 1:38:12 AM] Yara: Mua
‎[6/17/24, 1:38:14 AM] Yara: ‎sticker omitted
[6/17/24, 1:38:43 AM] Ismael: YO TE AMO MUCHO MAAAAAS
[6/17/24, 1:38:46 AM] Ismael: HERMOSOSGA
[6/17/24, 1:38:47 AM] Ismael: MUS
[6/17/24, 1:38:48 AM] Ismael: MUA
[6/17/24, 1:39:00 AM] Ismael: Celtics 💀
[6/17/24, 1:39:11 AM] Yara: Shshsh
[6/17/24, 1:39:27 AM] Yara: Amamos a los celtics
[6/17/24, 1:39:31 AM] Yara: Verdad que si?
‎[6/17/24, 1:39:33 AM] Yara: ‎sticker omitted
[6/17/24, 1:39:45 AM] Ismael: mmmmm
[6/17/24, 1:39:49 AM] Ismael: si yarilin si
[6/17/24, 1:39:52 AM] Ismael: te amo mi vidota
[6/17/24, 1:39:55 AM] Yara: Ves
[6/17/24, 1:39:58 AM] Yara: Yo te amo más
‎[6/17/24, 1:40:01 AM] Yara: ‎sticker omitted
‎[6/17/24, 1:40:21 AM] Ismael: ‎sticker omitted
‎[6/17/24, 6:42:05 PM] Yara: ‎image omitted
‎[6/17/24, 6:42:23 PM] Yara: ‎sticker omitted
‎[6/17/24, 6:42:42 PM] Ismael: ‎image omitted
[6/17/24, 6:42:52 PM] Ismael: estoy derrotado
[6/17/24, 6:43:08 PM] Yara: JAJAJAJ
[6/17/24, 6:43:18 PM] Yara: Es que los celtics son muy buenos ismaelin
‎[6/17/24, 6:43:22 PM] Yara: ‎sticker omitted
‎[6/17/24, 6:43:54 PM] Ismael: ‎sticker omitted
[6/17/24, 6:44:26 PM] Yara: Hay que ser de los celtics va?
‎[6/17/24, 6:44:29 PM] Yara: ‎sticker omitted
[6/17/24, 6:45:04 PM] Ismael: mejor no veo la NBA
‎[6/17/24, 6:45:08 PM] Ismael: ‎sticker omitted
[6/17/24, 6:45:17 PM] Ismael: estoy muy tristeeeeee
[6/17/24, 6:45:25 PM] Ismael: Luka tiene que ganar su anilloooo
[6/17/24, 6:45:42 PM] Ismael: si pierden este ya ganan los Celtics
[6/17/24, 6:45:46 PM] Ismael: NNeeeembre
‎[6/17/24, 6:45:53 PM] Yara: ‎image omitted
‎[6/17/24, 6:46:02 PM] Yara: ‎sticker omitted
[6/17/24, 6:46:27 PM] Yara: Ni modo ismaelin
[6/17/24, 6:46:30 PM] Yara: NI MODO
‎[6/17/24, 6:46:42 PM] Yara: ‎sticker omitted
‎[6/17/24, 6:47:27 PM] Ismael: ‎sticker omitted
‎[6/17/24, 6:47:30 PM] Ismael: ‎sticker omitted
‎[6/17/24, 6:47:31 PM] Ismael: ‎sticker omitted
‎[6/17/24, 6:47:33 PM] Ismael: ‎sticker omitted
‎[6/17/24, 6:47:35 PM] Ismael: ‎sticker omitted
‎[6/17/24, 6:47:39 PM] Ismael: ‎sticker omitted
‎[6/17/24, 6:47:42 PM] Ismael: ‎sticker omitted
‎[6/17/24, 6:47:44 PM] Ismael: ‎sticker omitted
[6/17/24, 6:47:50 PM] Yara: Ok
[6/17/24, 6:47:52 PM] Ismael: yo esos
[6/17/24, 6:48:05 PM] Ismael: está editado
[6/17/24, 6:48:09 PM] Yara: Arriba los celtics
‎[6/17/24, 6:48:10 PM] Yara: ‎sticker omitted
[6/17/24, 6:48:17 PM] Yara: Obvio obvio
‎[6/17/24, 6:48:21 PM] Yara: ‎sticker omitted
[6/17/24, 6:48:30 PM] Yara: Isti iditidi
[6/17/24, 6:52:14 PM] Ismael: llamadita?
‎[6/17/24, 7:02:06 PM] Ismael: ‎sticker omitted
[6/17/24, 7:03:11 PM] Yara: Estoy comiendo ismaelin
[6/17/24, 7:03:17 PM] Yara: Ya que termine va?
‎[6/17/24, 7:03:19 PM] Yara: ‎sticker omitted
[6/17/24, 7:03:40 PM] Ismael: Va
‎[6/17/24, 7:35:02 PM] Yara: ‎image omitted
[6/17/24, 7:35:07 PM] Yara: Cree en ti
[6/17/24, 7:35:14 PM] Yara: Te amo
‎[6/17/24, 7:35:15 PM] Yara: ‎sticker omitted
[6/17/24, 7:39:09 PM] Ismael: estoy muuuuy triste yarilin
‎[6/17/24, 7:39:35 PM] Ismael: ‎image omitted
‎[6/17/24, 7:40:34 PM] Yara: ‎sticker omitted
[6/17/24, 7:40:40 PM] Yara: Ni modo ismaelin
‎[6/17/24, 7:41:10 PM] Yara: ‎image omitted
‎[6/17/24, 7:41:16 PM] Yara: ‎sticker omitted
[6/17/24, 7:41:36 PM] Ismael: bye
[6/17/24, 7:43:18 PM] Yara: Te amo mi amor
‎[6/17/24, 7:43:24 PM] Yara: ‎sticker omitted
[6/17/24, 7:43:41 PM] Yara: Ya no me amas verdad?
[6/17/24, 7:43:49 PM] Yara: Esta bien
[6/17/24, 7:44:35 PM] Ismael: te amo yarilin
[6/17/24, 7:44:37 PM] Ismael: muuucho
‎[6/17/24, 7:44:42 PM] Ismael: ‎sticker omitted
‎[6/17/24, 7:45:18 PM] Ismael: ‎image omitted
[6/17/24, 7:46:00 PM] Yara: Muy bien ismaelin
[6/17/24, 7:46:03 PM] Yara: Muy bien
‎[6/17/24, 7:46:19 PM] Yara: ‎sticker omitted
‎[6/17/24, 7:49:23 PM] Ismael: ‎sticker omitted
[6/17/24, 8:32:56 PM] Ismael: tardas muuuucho comiendo yarilin
‎[6/17/24, 9:04:54 PM] Ismael: ‎sticker omitted
[6/17/24, 9:14:09 PM] Yara: Perdóname mi vidota
[6/17/24, 9:14:18 PM] Yara: Es que estaban pintando la casa
‎[6/17/24, 9:14:20 PM] Yara: ‎sticker omitted
[6/17/24, 9:14:39 PM] Yara: Y me acabo de salir de bañar
[6/17/24, 9:14:47 PM] Yara: 10?
[6/17/24, 9:15:05 PM] Ismael: está bien yarilin
[6/17/24, 9:15:08 PM] Ismael: mira que me encontré
‎[6/17/24, 9:15:15 PM] Ismael: ‎video omitted
[6/17/24, 9:15:21 PM] Ismael: está más bajito que yo
[6/17/24, 9:15:41 PM] Ismael: si se ve chiquito en persona
[6/17/24, 9:15:56 PM] Yara: Que feitoooooooooo
[6/17/24, 9:16:01 PM] Yara: Lo grabaste tú?
[6/17/24, 9:16:13 PM] Ismael: si
[6/17/24, 9:16:19 PM] Yara: Donde andabas
‎[6/17/24, 9:16:25 PM] Yara: ‎sticker omitted
[6/17/24, 9:16:30 PM] Ismael: ps en la calle
[6/17/24, 9:16:40 PM] Yara: Como que en la calle
[6/17/24, 9:17:01 PM] Ismael: Ps si
[6/17/24, 9:17:10 PM] Ismael: afuera de mi casa
[6/17/24, 9:17:18 PM] Ismael: no reconoces el ladrido de spot?
[6/17/24, 9:17:21 PM] Ismael: OKEEEEY
[6/17/24, 9:17:51 PM] Yara: Eso no parece afuera de tu casa
‎[6/17/24, 9:17:54 PM] Yara: ‎sticker omitted
[6/17/24, 9:18:10 PM] Yara: Casi todos los perros ladran igual
[6/17/24, 9:18:47 PM] Ismael: OKEY
[6/17/24, 9:18:53 PM] Ismael: ps si yarilin
[6/17/24, 9:18:56 PM] Ismael: si es
‎[6/17/24, 9:19:54 PM] Yara: ‎sticker omitted
[6/17/24, 10:01:45 PM] Ismael: YA REBPASASTE UJ MINUTO
[6/17/24, 10:02:03 PM] Yara: TE AMO MI AMOR
‎[6/17/24, 10:02:06 PM] Yara: ‎sticker omitted
[6/17/24, 10:02:13 PM] Yara: voy por la laptop
[6/17/24, 10:02:19 PM] Ismael: va
[6/17/24, 10:02:24 PM] Yara: Me esperas otro minititi
[6/17/24, 10:02:30 PM] Ismael: si
[6/17/24, 10:02:41 PM] Ismael: 10:07
[6/17/24, 10:02:46 PM] Ismael: va?
[6/17/24, 10:03:48 PM] Yara: 10:10
[6/17/24, 10:03:52 PM] Yara: Número par
[6/17/24, 10:03:59 PM] Yara: No me gustan los impares
[6/17/24, 10:04:12 PM] Ismael: mmmmm
[6/17/24, 10:04:14 PM] Ismael: está bien
‎[6/17/24, 10:29:46 PM] Yara: ‎image omitted
‎[6/17/24, 10:29:54 PM] Yara: ‎sticker omitted
‎[6/17/24, 11:00:55 PM] Yara: ‎image omitted
[6/17/24, 11:04:22 PM] Ismael: lo que no fue
[6/17/24, 11:04:23 PM] Ismael: será
‎[6/17/24, 11:04:29 PM] Ismael: ‎sticker omitted
‎[6/17/24, 11:04:30 PM] Ismael: ‎sticker omitted
‎[6/17/24, 11:04:30 PM] Ismael: ‎sticker omitted
‎[6/17/24, 11:09:50 PM] Yara: ‎image omitted
[6/18/24, 1:13:24 PM] Yara: Buenos días ismaelin
‎[6/18/24, 1:13:28 PM] Yara: ‎sticker omitted
[6/18/24, 1:13:51 PM] Ismael: ya te iba a mandar mensajeeeeee
[6/18/24, 1:13:55 PM] Ismael: holi yarilin
[6/18/24, 1:14:01 PM] Ismael: te amo demasiaaaaaaaado
[6/18/24, 1:14:04 PM] Ismael: mucho mucho mucho
‎[6/18/24, 1:14:19 PM] Ismael: ‎sticker omitted
[6/18/24, 1:15:43 PM] Yara: Pues yo más mi vidota
‎[6/18/24, 1:15:44 PM] Yara: ‎sticker omitted
[6/18/24, 1:15:49 PM] Yara: Te fuiste ya?
[6/18/24, 1:16:15 PM] Ismael: mi mamá no me dejó
[6/18/24, 1:16:21 PM] Ismael: en la tarde la voy a convencer
‎[6/18/24, 1:16:30 PM] Ismael: ‎sticker omitted
[6/18/24, 1:17:36 PM] Yara: No
‎[6/18/24, 1:17:39 PM] Yara: ‎sticker omitted
[6/18/24, 1:17:51 PM] Yara: Ya te dijieron que no
[6/18/24, 1:17:53 PM] Yara: Haga caso
[6/18/24, 1:18:35 PM] Ismael: me dijeron que no porque iban a ocupar el carro
[6/18/24, 1:18:44 PM] Ismael: pero me puedo llevar otro
[6/18/24, 1:18:53 PM] Ismael: si me dicen que no te ni modo
‎[6/18/24, 1:18:58 PM] Ismael: ‎sticker omitted
‎[6/18/24, 1:20:09 PM] Yara: ‎sticker omitted
[6/18/24, 1:20:36 PM] Yara: Quieres abandonarme
[6/18/24, 1:20:40 PM] Yara: Ya ya ya
[6/18/24, 1:21:22 PM] Ismael: YARILIN
[6/18/24, 1:21:35 PM] Ismael: como abandonarte si eres lo que más amo en este fakin guorl
‎[6/18/24, 1:21:39 PM] Ismael: ‎sticker omitted
[6/18/24, 1:22:49 PM] Yara: Que hermosote
‎[6/18/24, 1:22:50 PM] Yara: ‎sticker omitted
[6/18/24, 1:22:59 PM] Yara: En este fakin guorl
[6/18/24, 1:23:15 PM] Yara: Enamoras con tu ingles
[6/18/24, 1:27:49 PM] Ismael: Muua
[6/18/24, 1:27:50 PM] Ismael: te amo
‎[6/18/24, 1:27:54 PM] Ismael: ‎sticker omitted
‎[6/18/24, 1:58:16 PM] Yara: ‎sticker omitted
‎[6/18/24, 5:06:24 PM] Ismael: ‎image omitted
[6/18/24, 5:07:20 PM] Yara: O dios miooooo
‎[6/18/24, 5:07:21 PM] Yara: ‎sticker omitted
[6/18/24, 5:07:52 PM] Yara: Bueno pero me gustan los carros de mclaren asi que no los odio tanto
‎[6/18/24, 5:07:55 PM] Yara: ‎sticker omitted
[6/18/24, 5:08:04 PM] Yara: Tu puedes mi amooor ganaaa
‎[6/18/24, 5:08:34 PM] Ismael: ‎sticker omitted
[6/18/24, 5:08:40 PM] Ismael: tienes que odiarlos
[6/18/24, 5:15:12 PM] Yara: Ño
‎[6/18/24, 5:15:13 PM] Yara: ‎sticker omitted
[6/18/24, 5:15:22 PM] Yara: La f1 no tiene fallos
[6/18/24, 5:15:33 PM] Ismael: cuál no te gusta?
[6/18/24, 5:15:40 PM] Yara: Todos son buenos pero mas unos que otros
‎[6/18/24, 5:15:50 PM] Yara: ‎sticker omitted
[6/18/24, 5:15:50 PM] Yara: No te voy a decir ratatopo
‎[6/18/24, 5:15:53 PM] Ismael: ‎image omitted
[6/18/24, 5:16:08 PM] Ismael: ratatopa tu
‎[6/18/24, 5:17:58 PM] Yara: ‎sticker omitted
[6/18/24, 5:18:07 PM] Yara: Que hermoso isma nowins
‎[6/18/24, 7:10:42 PM] Yara: ‎image omitted
[6/18/24, 7:12:07 PM] Ismael: creo que soy el mejor jugador de f1
[6/18/24, 7:12:43 PM] Ismael: qué es esto
[6/18/24, 7:14:43 PM] Yara: Tu puedes ser todo lo que quieras ser mi amor
‎[6/18/24, 7:14:45 PM] Yara: ‎sticker omitted
[6/18/24, 7:14:58 PM] Yara: Tatum y su hijito como papas
[6/18/24, 7:15:31 PM] Yara: Potato+Tatum= Potatum ‎<This message was edited>
[6/18/24, 7:23:14 PM] Ismael: que es eso yarilin
‎[6/18/24, 7:23:16 PM] Ismael: ‎sticker omitted
[6/18/24, 7:23:24 PM] Ismael: Chii
[6/18/24, 7:23:29 PM] Ismael: luego jugamos 1v1
[6/18/24, 7:34:49 PM] Yara: No le sabes
‎[6/18/24, 7:34:51 PM] Yara: ‎sticker omitted
[6/18/24, 7:35:13 PM] Yara: Te gano
[6/18/24, 7:36:20 PM] Ismael: Nembre
[6/18/24, 7:36:26 PM] Ismael: soy pro player ya te dije
[6/18/24, 7:36:49 PM] Ismael: nadie le gana a Ismael Norris
[6/18/24, 7:37:02 PM] Ismael: luego te enseño
[6/18/24, 7:37:10 PM] Ismael: grabe jugando con Bruno
[6/18/24, 7:39:12 PM] Yara: Pero ganarle a yarilin?
‎[6/18/24, 7:39:19 PM] Yara: ‎sticker omitted
[6/18/24, 7:39:47 PM] Ismael: llamadita?
[6/18/24, 7:39:53 PM] Yara: A ver
[6/18/24, 7:40:10 PM] Yara: Mas tardesito va?
[6/18/24, 7:40:18 PM] Yara: Me tengo que bañar y cenar
‎[6/18/24, 7:40:19 PM] Yara: ‎sticker omitted
[6/18/24, 7:40:24 PM] Ismael: ay tú y tus 10
[6/18/24, 7:40:28 PM] Ismael: está bien yarilin
[6/18/24, 7:40:30 PM] Ismael: mi avisas
‎[6/18/24, 7:40:35 PM] Yara: ‎sticker omitted
[6/18/24, 7:40:40 PM] Yara: Ya no me quieres verdad
‎[6/18/24, 7:40:52 PM] Ismael: ‎sticker omitted
[6/18/24, 7:40:57 PM] Ismael: te amo yarilin
‎[6/18/24, 7:41:37 PM] Yara: ‎sticker omitted
[6/18/24, 8:28:10 PM] Yara: Ismaelin
[6/18/24, 8:28:31 PM] Ismael: Mande
[6/18/24, 8:28:38 PM] Yara: Hay edad límite para los jugadores?
[6/18/24, 8:29:10 PM] Ismael: como
[6/18/24, 8:29:12 PM] Ismael: no
[6/18/24, 8:30:23 PM] Ismael: Por qué
[6/18/24, 8:31:16 PM] Yara: Y por que dicen que quieren remplazar a horford por tener 38?
‎[6/18/24, 8:31:17 PM] Yara: ‎sticker omitted
[6/18/24, 8:31:49 PM] Ismael: ps un jugador viejo no rinde como uno menor
[6/18/24, 8:31:52 PM] Ismael: pero límite no hay
[6/18/24, 8:32:04 PM] Ismael: hay varios que se retiraron con cuarenta y tantos
‎[6/18/24, 8:37:26 PM] Yara: ‎sticker omitted
[6/18/24, 8:37:37 PM] Yara: Y tu les dices viejos
[6/18/24, 9:02:53 PM] Yara: Llamadita
[6/18/24, 9:03:08 PM] Ismael: ay yarilin
[6/18/24, 9:03:11 PM] Ismael: Perame va?
[6/18/24, 9:03:21 PM] Yara: Que estas haciendo
[6/18/24, 9:03:35 PM] Ismael: yo?
[6/18/24, 9:03:37 PM] Ismael: O quien
[6/18/24, 9:03:45 PM] Yara: La vecina
[6/18/24, 9:03:49 PM] Ismael: con mis papás
‎[6/18/24, 9:03:49 PM] Yara: ‎sticker omitted
[6/18/24, 9:04:47 PM] Ismael: CONTÉSTAME
[6/18/24, 9:05:16 PM] Yara: Espérame
[6/18/24, 9:05:27 PM] Ismael: Que estás haciendo
[6/18/24, 9:05:37 PM] Yara: Queti
‎[6/18/24, 9:05:44 PM] Yara: ‎sticker omitted
‎[6/19/24, 12:14:11 AM] Ismael: ‎image omitted
[6/19/24, 1:20:19 AM] Ismael: te amo amor
[6/19/24, 1:20:21 AM] Ismael: descansa
‎[6/19/24, 1:20:24 AM] Ismael: ‎sticker omitted
[6/19/24, 5:25:25 AM] Yara: No lo vi porqué puse el cel a cargar
[6/19/24, 5:25:29 AM] Yara: Te amo
‎[6/19/24, 5:25:35 AM] Yara: ‎sticker omitted
‎[6/19/24, 11:01:08 AM] Ismael: ‎sticker omitted
[6/19/24, 11:01:14 AM] Ismael: Mua
[6/19/24, 4:13:40 PM] Ismael: hola
[6/19/24, 4:13:42 PM] Ismael: te amo
‎[6/19/24, 4:13:52 PM] Ismael: ‎sticker omitted
[6/19/24, 4:15:16 PM] Yara: Yo más ismaelin
‎[6/19/24, 4:15:20 PM] Yara: ‎sticker omitted
[6/19/24, 7:13:06 PM] Ismael: ósea me meto y te sales
[6/19/24, 7:13:07 PM] Ismael: ok
[6/19/24, 7:13:09 PM] Ismael: OOOOK
[6/19/24, 7:14:12 PM] Yara: Ya me aburrí
‎[6/19/24, 7:14:32 PM] Yara: ‎sticker omitted
[6/19/24, 7:20:59 PM] Ismael: está bien
[6/19/24, 7:21:14 PM] Ismael: si te aburro está bien
‎[6/19/24, 7:21:20 PM] Ismael: ‎sticker omitted
[6/19/24, 7:21:28 PM] Ismael: tu
[6/19/24, 7:21:28 PM] Yara: Tu a mi?
[6/19/24, 7:21:31 PM] Yara: Nunca mi amor
‎[6/19/24, 7:21:32 PM] Ismael: ‎sticker omitted
[6/19/24, 7:21:35 PM] Ismael: yo
[6/19/24, 7:21:39 PM] Yara: Cual mi amor ni que nada ya
‎[6/19/24, 7:21:44 PM] Yara: ‎sticker omitted
[6/19/24, 7:21:52 PM] Yara: Ti
[6/19/24, 7:21:54 PM] Yara: Yi
[6/19/24, 7:22:03 PM] Ismael: BRO-MI-MI
[6/19/24, 7:22:08 PM] Ismael: que
[6/19/24, 7:22:12 PM] Ismael: te amo
[6/19/24, 7:22:16 PM] Ismael: mucho
‎[6/19/24, 7:22:23 PM] Ismael: ‎sticker omitted
[6/19/24, 7:22:31 PM] Ismael: tengo stickers de perritos
[6/19/24, 7:23:01 PM] Yara: Tu
[6/19/24, 7:23:19 PM] Yara: Ni ti sibis il idimi di li i i qii piditi ‎<This message was edited>
[6/19/24, 7:23:45 PM] Yara: Mentira
[6/19/24, 7:23:49 PM] Yara: A verlos
[6/19/24, 7:24:00 PM] Ismael: sería
[6/19/24, 7:24:05 PM] Ismael: idiimi
[6/19/24, 7:24:09 PM] Yara: Cállate
[6/19/24, 7:24:10 PM] Ismael: tintilli
[6/19/24, 7:24:22 PM] Ismael: mmmm
[6/19/24, 7:24:22 PM] Yara: Yo la pongo como a mi se me de la gana
[6/19/24, 7:24:24 PM] Ismael: ño
[6/19/24, 7:24:27 PM] Ismael: OKEY
‎[6/19/24, 7:24:30 PM] Ismael: ‎sticker omitted
‎[6/19/24, 7:24:30 PM] Yara: ‎sticker omitted
‎[6/19/24, 7:24:31 PM] Ismael: ‎sticker omitted
‎[6/19/24, 7:24:31 PM] Ismael: ‎sticker omitted
‎[6/19/24, 7:24:32 PM] Ismael: ‎sticker omitted
‎[6/19/24, 7:24:33 PM] Ismael: ‎sticker omitted
‎[6/19/24, 7:24:33 PM] Ismael: ‎sticker omitted
‎[6/19/24, 7:24:34 PM] Ismael: ‎sticker omitted
‎[6/19/24, 7:24:35 PM] Ismael: ‎sticker omitted
‎[6/19/24, 7:24:36 PM] Ismael: ‎sticker omitted
‎[6/19/24, 7:24:36 PM] Ismael: ‎sticker omitted
‎[6/19/24, 7:24:37 PM] Ismael: ‎sticker omitted
‎[6/19/24, 7:24:37 PM] Ismael: ‎sticker omitted
‎[6/19/24, 7:24:39 PM] Ismael: ‎sticker omitted
‎[6/19/24, 7:24:39 PM] Ismael: ‎sticker omitted
[6/19/24, 7:24:45 PM] Ismael: ya
‎[6/19/24, 7:24:50 PM] Ismael: ‎sticker omitted
[6/19/24, 7:24:56 PM] Ismael: 🤣
